Stock,Date,Price,Open,High,Low,Vol.,Change %,Daily Price Change,Daily % Change,High–Low Range,High–Low % Range,Previous Close,Daily Return %,Volume % Change,Month / Year,Day Type
ICICI,14-12-2022,921.75,936,936.05,920,12320000,-1.20%,-14.25,-0.015224359,16.05,0.017445652,908.80,0.01424956,0.38,Dec-2022,Up Day
ICICI,13-12-2022,932.95,929.5,935.9,927.8,10420000,0.28%,3.45,0.003711673,8.10,0.00873033,921.75,0.01215080,-0.15,Dec-2022,Up Day
ICICI,12-12-2022,930.3,925.05,933.9,925.05,8490000,0.04%,5.25,0.005675369,8.85,0.00956705,932.95,-0.00284045,-0.19,Dec-2022,Down Day
ICICI,09-12-2022,929.9,932,934.8,925.05,9580000,-0.21%,-2.1,-0.002253219,9.75,0.010539971,930.30,-0.00042997,0.13,Dec-2022,Down Day
ICICI,08-12-2022,931.9,925,933.55,923.8,10140000,1.06%,6.9,0.007459459,9.75,0.010554233,929.90,0.00215077,0.06,Dec-2022,Up Day
ICICI,07-12-2022,922.15,922,933.2,920.65,15680000,-0.05%,0.15,0.00016269,12.55,0.013631673,931.90,-0.01046250,0.55,Dec-2022,Down Day
ICICI,06-12-2022,922.65,925,929.75,920.2,18220000,-1.17%,-2.35,-0.002540541,9.55,0.010378179,922.15,0.00054221,0.16,Dec-2022,Up Day
ICICI,05-12-2022,933.6,937,937,928.4,10980000,0.32%,-3.4,-0.003628602,8.60,0.009263249,922.65,0.01186799,-0.40,Dec-2022,Up Day
ICICI,02-12-2022,930.6,928.25,934.5,926.1,14230000,-1.02%,2.35,0.002531646,8.40,0.009070295,933.60,-0.00321337,0.30,Dec-2022,Down Day
ICICI,01-12-2022,940.2,956,957,936.25,15920000,-1.33%,-15.8,-0.016527197,20.75,0.022162884,930.60,0.01031593,0.12,Dec-2022,Up Day
ICICI,30-11-2022,952.9,948.05,958.2,941,20860000,0.65%,4.85,0.005115764,17.20,0.018278427,940.20,0.01350776,0.31,Nov-2022,Up Day
ICICI,29-11-2022,946.75,933.55,949.9,933.55,13100000,1.00%,13.2,0.014139575,16.35,0.017513791,952.90,-0.00645398,-0.37,Nov-2022,Down Day
ICICI,28-11-2022,937.4,924,943.8,923.95,9380000,0.76%,13.4,0.014502165,19.85,0.021483847,946.75,-0.00987589,-0.28,Nov-2022,Down Day
ICICI,25-11-2022,930.3,940.3,942.9,927.5,9820000,-0.91%,-10,-0.010634904,15.40,0.016603774,937.40,-0.00757414,0.05,Nov-2022,Down Day
ICICI,24-11-2022,938.85,927.55,940.65,927.55,10840000,1.23%,11.3,0.012182632,13.10,0.014123228,930.30,0.00919058,0.10,Nov-2022,Up Day
ICICI,23-11-2022,927.45,927,931.85,923.7,10960000,0.41%,0.45,0.000485437,8.15,0.008823211,938.85,-0.01214251,0.01,Nov-2022,Down Day
ICICI,22-11-2022,923.7,923.75,926.5,920.4,11260000,0.25%,-0.05,-5.41272E-05,6.10,0.006627553,927.45,-0.00404334,0.03,Nov-2022,Down Day
ICICI,21-11-2022,921.4,914.05,924.8,914.05,9250000,0.11%,7.35,0.008041136,10.75,0.011760845,923.70,-0.00248999,-0.18,Nov-2022,Down Day
ICICI,18-11-2022,920.35,919.8,922,910.55,10870000,0.06%,0.55,0.000597956,11.45,0.012574817,921.40,-0.00113957,0.18,Nov-2022,Down Day
ICICI,17-11-2022,919.8,913,922.3,910.35,12580000,0.68%,6.8,0.007447974,11.95,0.013126819,920.35,-0.00059760,0.16,Nov-2022,Down Day
ICICI,16-11-2022,913.6,912.55,918.1,908.1,13010000,0.21%,1.05,0.001150622,10.00,0.011012003,919.80,-0.00674060,0.03,Nov-2022,Down Day
ICICI,15-11-2022,911.7,900.55,913.65,898.8,15180000,1.87%,11.15,0.012381323,14.85,0.016522029,913.60,-0.00207968,0.17,Nov-2022,Down Day
ICICI,14-11-2022,894.95,905,906.55,891.25,12640000,-1.28%,-10.05,-0.011104972,15.30,0.0171669,911.70,-0.01837227,-0.17,Nov-2022,Down Day
ICICI,11-11-2022,906.55,925.9,928,903.5,17920000,-0.46%,-19.35,-0.020898585,24.50,0.027116768,894.95,0.01296162,0.42,Nov-2022,Up Day
ICICI,10-11-2022,910.7,907.55,912.95,903.95,10010000,0.02%,3.15,0.003470883,9.00,0.009956303,906.55,0.00457779,-0.44,Nov-2022,Up Day
ICICI,09-11-2022,910.5,920,921.9,905.75,11590000,-0.76%,-9.5,-0.010326087,16.15,0.017830527,910.70,-0.00021961,0.16,Nov-2022,Down Day
ICICI,07-11-2022,917.5,910.25,920.1,903.45,11100000,1.35%,7.25,0.007964845,16.65,0.018429354,910.50,0.00768808,-0.04,Nov-2022,Up Day
ICICI,04-11-2022,905.3,906.3,913.4,900.2,7100000,-0.37%,-1,-0.001103387,13.20,0.014663408,917.50,-0.01329700,-0.36,Nov-2022,Down Day
ICICI,03-11-2022,908.65,901.05,913.85,897.05,9020000,0.44%,7.6,0.008434604,16.80,0.018728053,905.30,0.00370043,0.27,Nov-2022,Up Day
ICICI,02-11-2022,904.7,920.6,920.75,902.35,7690000,-0.43%,-15.9,-0.017271345,18.40,0.020391201,908.65,-0.00434711,-0.15,Nov-2022,Down Day
ICICI,01-11-2022,908.6,921,921,899.55,9820000,-0.01%,-12.4,-0.013463626,21.45,0.023845256,904.70,0.00431082,0.28,Nov-2022,Up Day
ICICI,31-10-2022,908.7,912.6,917.05,904.6,9000000,0.09%,-3.9,-0.004273504,12.45,0.013762989,908.60,0.00011006,-0.08,Oct-2022,Up Day
ICICI,28-10-2022,907.85,918,927.5,901,9850000,-1.79%,-10.15,-0.011056645,26.50,0.029411765,908.70,-0.00093540,0.09,Oct-2022,Down Day
ICICI,27-10-2022,924.4,926.05,933.7,920.25,16080000,-0.07%,-1.65,-0.001781761,13.45,0.014615594,907.85,0.01822988,0.63,Oct-2022,Up Day
ICICI,25-10-2022,925.05,942.05,943.25,922.95,15840000,-0.13%,-17,-0.018045751,20.30,0.021994691,924.40,0.00070316,-0.01,Oct-2022,Up Day
ICICI,24-10-2022,926.3,925,933.5,917.6,4390000,2.11%,1.3,0.001405405,15.90,0.017327812,925.05,0.00135128,-0.72,Oct-2022,Up Day
ICICI,21-10-2022,907.15,888,910,885.7,17020000,2.08%,19.15,0.021565315,24.30,0.027435926,926.30,-0.02067365,2.88,Oct-2022,Down Day
ICICI,20-10-2022,888.65,889.7,893.3,880.1,8110000,-0.39%,-1.05,-0.001180173,13.20,0.014998296,907.15,-0.02039354,-0.52,Oct-2022,Down Day
ICICI,19-10-2022,892.1,900.05,900.65,885.55,5530000,-0.54%,-7.95,-0.008832843,15.10,0.01705155,888.65,0.00388229,-0.32,Oct-2022,Up Day
ICICI,18-10-2022,896.9,896.05,900.7,891.15,8100000,1.32%,0.85,0.000948608,9.55,0.01071649,892.10,0.00538056,0.46,Oct-2022,Up Day
ICICI,17-10-2022,885.2,872,887.5,868.55,8940000,1.72%,13.2,0.015137615,18.95,0.021817972,896.90,-0.01304493,0.10,Oct-2022,Down Day
ICICI,14-10-2022,870.25,883.8,883.8,868.55,8200000,1.95%,-13.55,-0.015331523,15.25,0.017557999,885.20,-0.01688884,-0.08,Oct-2022,Down Day
ICICI,13-10-2022,853.6,862.35,865.45,850.5,11560000,-1.70%,-8.75,-0.010146692,14.95,0.017577895,870.25,-0.01913243,0.41,Oct-2022,Down Day
ICICI,12-10-2022,868.35,867.95,871.7,861.5,14560000,-0.26%,0.4,0.000460856,10.20,0.011839814,853.60,0.01727976,0.26,Oct-2022,Up Day
ICICI,11-10-2022,870.6,883.25,883.25,865.45,11130000,-1.26%,-12.65,-0.014322106,17.80,0.020567335,868.35,0.00259112,-0.24,Oct-2022,Up Day
ICICI,10-10-2022,881.75,872,889.8,870.7,7360000,-0.09%,9.75,0.011181193,19.10,0.021936373,870.60,0.01280726,-0.34,Oct-2022,Up Day
ICICI,07-10-2022,882.55,877.2,884.5,872.8,9710000,-0.33%,5.35,0.006098951,11.70,0.013405133,881.75,0.00090729,0.32,Oct-2022,Up Day
ICICI,06-10-2022,885.45,873.05,891.7,873.05,12120000,2.05%,12.4,0.014203081,18.65,0.021361892,882.55,0.00328593,0.25,Oct-2022,Up Day
ICICI,04-10-2022,867.65,865,872.65,860.1,8980000,2.28%,2.65,0.003063584,12.55,0.014591327,885.45,-0.02010277,-0.26,Oct-2022,Down Day
ICICI,03-10-2022,848.35,859.7,860.95,845.7,8230000,-1.58%,-11.35,-0.01320228,15.25,0.018032399,867.65,-0.02224399,-0.08,Oct-2022,Down Day
ICICI,30-09-2022,862,843.9,867.05,837.5,13180000,2.14%,18.1,0.021448039,29.55,0.035283582,848.35,0.01609006,0.60,Sep-2022,Up Day
ICICI,29-09-2022,843.9,858,861.6,841.1,13800000,-0.66%,-14.1,-0.016433566,20.50,0.024372845,862.00,-0.02099768,0.05,Sep-2022,Down Day
ICICI,28-09-2022,849.5,844,863.25,844,11410000,-0.36%,5.5,0.006516588,19.25,0.022808057,843.90,0.00663586,-0.17,Sep-2022,Up Day
ICICI,27-09-2022,852.55,864.95,874.85,848.6,12490000,-0.99%,-12.4,-0.014336089,26.25,0.030933302,849.50,0.00359035,0.09,Sep-2022,Up Day
ICICI,26-09-2022,861.05,870,877.9,859.2,14210000,-2.40%,-8.95,-0.010287356,18.70,0.021764432,852.55,0.00997009,0.14,Sep-2022,Up Day
ICICI,23-09-2022,882.25,901.7,904.9,878.75,15930000,-2.34%,-19.45,-0.021570367,26.15,0.029758179,861.05,0.02462110,0.12,Sep-2022,Up Day
ICICI,22-09-2022,903.4,906,911.7,895.3,11130000,-1.29%,-2.6,-0.002869757,16.40,0.018317882,882.25,0.02397280,-0.30,Sep-2022,Up Day
ICICI,21-09-2022,915.25,912,917,905.65,8920000,-0.16%,3.25,0.003563596,11.35,0.012532435,903.40,0.01311711,-0.20,Sep-2022,Up Day
ICICI,20-09-2022,916.75,909.2,922.5,907.35,12090000,1.95%,7.55,0.008304004,15.15,0.016696975,915.25,0.00163890,0.36,Sep-2022,Up Day
ICICI,19-09-2022,899.2,904.95,912.5,895.35,11240000,-1.09%,-5.75,-0.006353942,17.15,0.019154521,916.75,-0.01914371,-0.07,Sep-2022,Down Day
ICICI,16-09-2022,909.1,914.9,917.6,905.2,11970000,-0.93%,-5.8,-0.006339491,12.40,0.01369863,899.20,0.01100979,0.06,Sep-2022,Up Day
ICICI,15-09-2022,917.6,920,936.65,915.75,16250000,-0.05%,-2.4,-0.002608696,20.90,0.022822823,909.10,0.00934991,0.36,Sep-2022,Up Day
ICICI,14-09-2022,918.1,898.25,922.25,898.05,14710000,0.89%,19.85,0.022098525,24.20,0.026947275,917.60,0.00054490,-0.09,Sep-2022,Up Day
ICICI,13-09-2022,910,913.95,913.95,905.3,10400000,0.31%,-3.95,-0.004321899,8.65,0.009554844,918.10,-0.00882257,-0.29,Sep-2022,Down Day
ICICI,12-09-2022,907.2,905.05,908.9,902.8,6020000,0.66%,2.15,0.002375559,6.10,0.006756757,910.00,-0.00307692,-0.42,Sep-2022,Down Day
ICICI,09-09-2022,901.25,910.15,911.95,897.7,9940000,0.27%,-8.9,-0.009778608,14.25,0.0158739,907.20,-0.00655864,0.65,Sep-2022,Down Day
ICICI,08-09-2022,898.8,885.5,900.8,885.5,12160000,2.58%,13.3,0.015019763,15.30,0.017278374,901.25,-0.00271845,0.22,Sep-2022,Down Day
ICICI,07-09-2022,876.2,878.55,882.65,872.5,8810000,-0.84%,-2.35,-0.002674862,10.15,0.011633238,898.80,-0.02514464,-0.28,Sep-2022,Down Day
ICICI,06-09-2022,883.65,882.5,889.95,878.1,9880000,0.14%,1.15,0.001303116,11.85,0.013495046,876.20,0.00850262,0.12,Sep-2022,Up Day
ICICI,05-09-2022,882.45,871.55,885.9,871.55,8740000,1.15%,10.9,0.012506454,14.35,0.016464919,883.65,-0.00135800,-0.12,Sep-2022,Down Day
ICICI,02-09-2022,872.4,874.1,881.3,867,8400000,-0.22%,-1.7,-0.001944858,14.30,0.016493656,882.45,-0.01138875,-0.04,Sep-2022,Down Day
ICICI,01-09-2022,874.35,863,885.7,863,15880000,-1.46%,11.35,0.013151796,22.70,0.026303592,872.40,0.00223521,0.89,Sep-2022,Up Day
ICICI,30-08-2022,887.3,860.5,890.75,859.1,12540000,3.67%,26.8,0.031144683,31.65,0.03684088,874.35,0.01481100,-0.21,Aug-2022,Up Day
ICICI,29-08-2022,855.85,850.05,861,847,7760000,-1.72%,5.8,0.006823128,14.00,0.016528926,887.30,-0.03544461,-0.38,Aug-2022,Down Day
ICICI,26-08-2022,870.85,874.15,877.5,867.3,5980000,-0.17%,-3.3,-0.003775096,10.20,0.011760636,855.85,0.01752644,-0.23,Aug-2022,Up Day
ICICI,25-08-2022,872.35,873.3,881.45,866.7,9830000,-0.11%,-0.95,-0.001087828,14.75,0.017018576,870.85,0.00172246,0.64,Aug-2022,Up Day
ICICI,24-08-2022,873.3,857.05,875.35,857.05,10490000,1.09%,16.25,0.018960387,18.30,0.021352313,872.35,0.00108901,0.07,Aug-2022,Up Day
ICICI,23-08-2022,863.9,845.35,868,842.8,13250000,1.37%,18.55,0.021943574,25.20,0.029900332,873.30,-0.01076377,0.26,Aug-2022,Down Day
ICICI,22-08-2022,852.25,865.55,867.4,849.6,13850000,-2.09%,-13.3,-0.015365952,17.80,0.020951036,863.90,-0.01348536,0.05,Aug-2022,Down Day
ICICI,19-08-2022,870.4,885,886.9,864.3,10790000,-1.66%,-14.6,-0.016497175,22.60,0.026148328,852.25,0.02129657,-0.22,Aug-2022,Up Day
ICICI,18-08-2022,885.1,880.55,887.65,875.05,13140000,0.21%,4.55,0.005167225,12.60,0.014399177,870.40,0.01688879,0.22,Aug-2022,Up Day
ICICI,17-08-2022,883.25,881.8,885.5,878.4,9060000,0.45%,1.45,0.001644364,7.10,0.008082878,885.10,-0.00209016,-0.31,Aug-2022,Down Day
ICICI,16-08-2022,879.25,881.45,884.5,876.4,13800000,0.55%,-2.2,-0.002495887,8.10,0.009242355,883.25,-0.00452873,0.52,Aug-2022,Down Day
ICICI,12-08-2022,874.4,863.95,877.25,858.5,10790000,1.71%,10.45,0.012095607,18.75,0.021840419,879.25,-0.00551606,-0.22,Aug-2022,Down Day
ICICI,11-08-2022,859.7,860.05,866.5,858.1,22790000,1.29%,-0.35,-0.000406953,8.40,0.009789069,874.40,-0.01681153,1.11,Aug-2022,Down Day
ICICI,10-08-2022,848.75,842.15,853,842.15,23660000,1.41%,6.6,0.007837084,10.85,0.012883691,859.70,-0.01273700,0.04,Aug-2022,Down Day
ICICI,08-08-2022,836.95,836.6,842.3,831.15,12140000,-0.15%,0.35,0.00041836,11.15,0.013415148,848.75,-0.01390280,-0.49,Aug-2022,Down Day
ICICI,05-08-2022,838.2,823.1,840.9,823.1,16060000,2.19%,15.1,0.01834528,17.80,0.021625562,836.95,0.00149352,0.32,Aug-2022,Up Day
ICICI,04-08-2022,820.25,824,829.95,808.35,11110000,-0.55%,-3.75,-0.004550971,21.60,0.026721099,838.20,-0.02141494,-0.31,Aug-2022,Down Day
ICICI,03-08-2022,824.8,817.75,828,811.55,11070000,0.86%,7.05,0.008621217,16.45,0.020269854,820.25,0.00554709,0.00,Aug-2022,Up Day
ICICI,02-08-2022,817.75,820,822,812.2,11110000,-0.69%,-2.25,-0.002743902,9.80,0.012065994,824.80,-0.00854753,0.00,Aug-2022,Down Day
ICICI,01-08-2022,823.4,820.7,825,817.3,7970000,0.59%,2.7,0.003289874,7.70,0.009421265,817.75,0.00690920,-0.28,Aug-2022,Up Day
ICICI,29-07-2022,818.6,820.65,823.4,808,11100000,0.49%,-2.05,-0.00249802,15.40,0.019059406,823.40,-0.00582949,0.39,Jul-2022,Down Day
ICICI,28-07-2022,814.6,806.95,815.5,805.3,11120000,1.76%,7.65,0.009480141,10.20,0.012666087,818.60,-0.00488639,0.00,Jul-2022,Down Day
ICICI,27-07-2022,800.5,795,803.8,794.65,9540000,0.53%,5.5,0.006918239,9.15,0.011514503,814.60,-0.01730911,-0.14,Jul-2022,Down Day
ICICI,26-07-2022,796.3,801.6,802.8,791.65,7370000,-0.57%,-5.3,-0.006611776,11.15,0.014084507,800.50,-0.00524672,-0.23,Jul-2022,Down Day
ICICI,25-07-2022,800.9,803,817.8,797.1,21030000,0.11%,-2.1,-0.002615193,20.70,0.025969138,796.30,0.00577672,1.85,Jul-2022,Up Day
ICICI,22-07-2022,800.05,789.1,803.9,789.1,12270000,1.79%,10.95,0.013876568,14.80,0.018755544,800.90,-0.00106131,-0.42,Jul-2022,Down Day
ICICI,21-07-2022,786,784.9,788.95,780.1,8310000,0.37%,1.1,0.001401452,8.85,0.011344699,800.05,-0.01756140,-0.32,Jul-2022,Down Day
ICICI,20-07-2022,783.1,789.5,789.55,780.3,8150000,0.31%,-6.4,-0.008106396,9.25,0.011854415,786.00,-0.00368957,-0.02,Jul-2022,Down Day
ICICI,19-07-2022,780.65,767.8,782,767.15,12830000,1.12%,12.85,0.016736129,14.85,0.019357362,783.10,-0.00312859,0.57,Jul-2022,Down Day
ICICI,18-07-2022,772,759.25,773.15,757.85,8050000,2.77%,12.75,0.016792888,15.30,0.020188692,780.65,-0.01108051,-0.37,Jul-2022,Down Day
ICICI,15-07-2022,751.2,753.25,759,744.2,6360000,-0.16%,-2.05,-0.00272154,14.80,0.019887127,772.00,-0.02694301,-0.21,Jul-2022,Down Day
ICICI,14-07-2022,752.4,750,759.5,748.8,7040000,-0.11%,2.4,0.0032,10.70,0.01428953,751.20,0.00159744,0.11,Jul-2022,Up Day
ICICI,13-07-2022,753.2,764.75,764.75,749.9,8670000,-0.88%,-11.55,-0.015102975,14.85,0.01980264,752.40,0.00106326,0.23,Jul-2022,Up Day
ICICI,12-07-2022,759.9,765.35,767.45,757.7,10220000,-1.25%,-5.45,-0.007120925,9.75,0.01286789,753.20,0.00889538,0.18,Jul-2022,Up Day
ICICI,11-07-2022,769.5,755,771.55,755,12440000,1.83%,14.5,0.019205298,16.55,0.02192053,759.90,0.01263324,0.22,Jul-2022,Up Day
ICICI,08-07-2022,755.7,751.3,757.5,744.55,9800000,1.85%,4.4,0.005856515,12.95,0.017393056,769.50,-0.01793372,-0.21,Jul-2022,Down Day
ICICI,07-07-2022,742,735.95,744,733,10370000,2.21%,6.05,0.008220667,11.00,0.015006821,755.70,-0.01812889,0.06,Jul-2022,Down Day
ICICI,06-07-2022,725.95,723,731.9,722,12160000,0.90%,2.95,0.004080221,9.90,0.013711911,742.00,-0.02163073,0.17,Jul-2022,Down Day
ICICI,05-07-2022,719.45,723.05,732.15,718.1,11460000,-0.09%,-3.6,-0.004978909,14.05,0.01956552,725.95,-0.00895378,-0.06,Jul-2022,Down Day
ICICI,04-07-2022,720.1,704.85,721.1,704.85,8300000,2.30%,15.25,0.021635809,16.25,0.023054551,719.45,0.00090347,-0.28,Jul-2022,Up Day
ICICI,01-07-2022,703.9,703.45,706.75,694.1,9880000,-0.47%,0.45,0.000639704,12.65,0.01822504,720.10,-0.02249688,0.19,Jul-2022,Down Day
ICICI,30-06-2022,707.2,702.75,711.9,701.2,11970000,0.63%,4.45,0.006332266,10.70,0.015259555,703.90,0.00468817,0.21,Jun-2022,Up Day
ICICI,29-06-2022,702.75,704.95,706.7,700.95,9570000,-1.06%,-2.2,-0.003120789,5.75,0.008203153,707.20,-0.00629242,-0.20,Jun-2022,Down Day
ICICI,28-06-2022,710.3,711.05,717.3,707,8340000,-0.98%,-0.75,-0.001054778,10.30,0.0145686,702.75,0.01074351,-0.13,Jun-2022,Up Day
ICICI,27-06-2022,717.35,728.85,728.85,716.1,8290000,0.55%,-11.5,-0.015778281,12.75,0.017804776,710.30,0.00992538,-0.01,Jun-2022,Up Day
ICICI,24-06-2022,713.45,710.9,715.25,706.55,10860000,2.05%,2.55,0.003587002,8.70,0.012313354,717.35,-0.00543668,0.31,Jun-2022,Down Day
ICICI,23-06-2022,699.15,690.2,706,687,14960000,1.83%,8.95,0.012967256,19.00,0.027656477,713.45,-0.02004345,0.38,Jun-2022,Down Day
ICICI,22-06-2022,686.6,694.25,698.9,685.1,6840000,-1.36%,-7.65,-0.011019085,13.80,0.020143045,699.15,-0.01795037,-0.54,Jun-2022,Down Day
ICICI,21-06-2022,696.1,690.55,708,688.6,13320000,1.48%,5.55,0.008037072,19.40,0.028173105,686.60,0.01383629,0.95,Jun-2022,Up Day
ICICI,20-06-2022,685.95,686,687.8,677.6,10980000,-0.13%,-0.05,-7.28863E-05,10.20,0.015053129,696.10,-0.01458124,-0.18,Jun-2022,Down Day
ICICI,17-06-2022,686.85,671.25,692.65,669.95,16340000,1.23%,15.6,0.023240223,22.70,0.033883126,685.95,0.00131205,0.49,Jun-2022,Up Day
ICICI,16-06-2022,678.5,700,700.05,676.3,13240000,-1.27%,-21.5,-0.030714286,23.75,0.035117551,686.85,-0.01215695,-0.19,Jun-2022,Down Day
ICICI,15-06-2022,687.25,687.5,696.35,686.1,9200000,0.26%,-0.25,-0.000363636,10.25,0.014939513,678.50,0.01289609,-0.31,Jun-2022,Up Day
ICICI,14-06-2022,685.5,682.4,694.65,680.65,13350000,-0.36%,3.1,0.00454279,14.00,0.020568574,687.25,-0.00254638,0.45,Jun-2022,Down Day
ICICI,13-06-2022,688,702.25,702.3,682.1,16620000,-4.44%,-14.25,-0.020291919,20.20,0.029614426,685.50,0.00364697,0.24,Jun-2022,Up Day
ICICI,10-06-2022,720,724.75,728.3,718,7990000,-1.74%,-4.75,-0.006553984,10.30,0.014345404,688.00,0.04651163,-0.52,Jun-2022,Up Day
ICICI,09-06-2022,732.75,725,734.1,722.15,7440000,0.45%,7.75,0.010689655,11.95,0.016547809,720.00,0.01770833,-0.07,Jun-2022,Up Day
ICICI,08-06-2022,729.5,736.6,741,726.45,9370000,-0.78%,-7.1,-0.009638881,14.55,0.020028908,732.75,-0.00443535,0.26,Jun-2022,Down Day
ICICI,07-06-2022,735.25,741,742.95,732.35,9940000,-1.54%,-5.75,-0.007759784,10.60,0.014473954,729.50,0.00788211,0.06,Jun-2022,Up Day
ICICI,06-06-2022,746.75,740.2,750.95,739.6,9110000,0.33%,6.55,0.00884896,11.35,0.015346133,735.25,0.01564094,-0.08,Jun-2022,Up Day
ICICI,03-06-2022,744.3,756.15,757,741.2,8560000,-0.73%,-11.85,-0.015671494,15.80,0.021316784,746.75,-0.00328088,-0.06,Jun-2022,Down Day
ICICI,02-06-2022,749.75,751.05,751.75,743.2,10950000,-0.39%,-1.3,-0.00173091,8.55,0.011504306,744.30,0.00732232,0.28,Jun-2022,Up Day
ICICI,01-06-2022,752.65,748,755.6,744.2,10100000,-0.03%,4.65,0.006216578,11.40,0.015318463,749.75,0.00386796,-0.08,Jun-2022,Up Day
ICICI,31-05-2022,752.85,741,756.7,740.5,20270000,0.58%,11.85,0.015991903,16.20,0.02187711,752.65,0.00026573,1.01,May-2022,Up Day
ICICI,30-05-2022,748.5,748.75,751.95,744.3,7630000,1.18%,-0.25,-0.00033389,7.65,0.010278114,752.85,-0.00577804,-0.62,May-2022,Down Day
ICICI,27-05-2022,739.8,733.55,741.2,731.25,8110000,1.55%,6.25,0.00852021,9.95,0.013606838,748.50,-0.01162325,0.06,May-2022,Down Day
ICICI,26-05-2022,728.5,723,733,715.45,14030000,2.12%,5.5,0.007607192,17.55,0.024530016,739.80,-0.01527440,0.73,May-2022,Down Day
ICICI,25-05-2022,713.35,712.05,720.85,711.6,10460000,0.73%,1.3,0.001825714,9.25,0.012998876,728.50,-0.02079616,-0.25,May-2022,Down Day
ICICI,24-05-2022,708.15,711.05,717.35,706.05,13780000,-0.41%,-2.9,-0.004078475,11.30,0.016004532,713.35,-0.00728955,0.32,May-2022,Down Day
ICICI,23-05-2022,711.05,709.55,725.95,707.45,17440000,0.21%,1.5,0.002114016,18.50,0.026150258,708.15,0.00409518,0.27,May-2022,Up Day
ICICI,20-05-2022,709.55,694.8,711.9,693.7,11700000,2.79%,14.75,0.021229131,18.20,0.026236125,711.05,-0.00210956,-0.33,May-2022,Down Day
ICICI,19-05-2022,690.3,693.1,698.7,685.6,16660000,-2.41%,-2.8,-0.004039821,13.10,0.019107351,709.55,-0.02712987,0.42,May-2022,Down Day
ICICI,18-05-2022,707.35,712.35,717,706.1,11840000,-0.37%,-5,-0.007019022,10.90,0.015436907,690.30,0.02469941,-0.29,May-2022,Up Day
ICICI,17-05-2022,710,686.1,712,685.15,12770000,3.95%,23.9,0.034834572,26.85,0.039188499,707.35,0.00374638,0.08,May-2022,Up Day
ICICI,16-05-2022,683,676.7,690.95,675.75,9030000,0.83%,6.3,0.009309886,15.20,0.022493526,710.00,-0.03802817,-0.29,May-2022,Down Day
ICICI,13-05-2022,677.35,702.4,702.4,675,15720000,-2.65%,-25.05,-0.03566344,27.40,0.040592593,683.00,-0.00827233,0.74,May-2022,Down Day
ICICI,12-05-2022,695.8,707.55,710.7,693.3,16690000,-2.58%,-11.75,-0.0166066,17.40,0.02509736,677.35,0.02723850,0.06,May-2022,Up Day
ICICI,11-05-2022,714.2,718,719.8,707.15,13520000,0.41%,-3.8,-0.005292479,12.65,0.017888708,695.80,0.02644438,-0.19,May-2022,Up Day
ICICI,10-05-2022,711.3,705,720,705,12800000,0.13%,6.3,0.00893617,15.00,0.021276596,714.20,-0.00406049,-0.05,May-2022,Down Day
ICICI,09-05-2022,710.35,705.3,720,704.45,13060000,-1.24%,5.05,0.007160074,15.55,0.022073958,711.30,-0.00133558,0.02,May-2022,Down Day
ICICI,06-05-2022,719.25,716.25,723,710.3,12460000,-1.31%,3,0.004188482,12.70,0.017879769,710.35,0.01252903,-0.05,May-2022,Up Day
ICICI,05-05-2022,728.8,730.8,743,726.5,9120000,0.63%,-2,-0.002736727,16.50,0.022711631,719.25,0.01327772,-0.27,May-2022,Up Day
ICICI,04-05-2022,724.25,746.2,747,721.15,12210000,-2.26%,-21.95,-0.029415706,25.85,0.035845525,728.80,-0.00624314,0.34,May-2022,Down Day
ICICI,02-05-2022,741,732,743.8,731.1,10900000,-0.31%,9,0.012295082,12.70,0.017371085,724.25,0.02312737,-0.11,May-2022,Up Day
ICICI,29-04-2022,743.3,750.1,759.95,740.1,19560000,-0.52%,-6.8,-0.009065458,19.85,0.0268207,741.00,0.00310391,0.79,Apr-2022,Up Day
ICICI,28-04-2022,747.15,739.1,751.9,734.65,18650000,1.42%,8.05,0.010891625,17.25,0.023480569,743.30,0.00517960,-0.05,Apr-2022,Up Day
ICICI,27-04-2022,736.7,749,750,732.55,21440000,-2.26%,-12.3,-0.016421896,17.45,0.0238209,747.15,-0.01398648,0.15,Apr-2022,Down Day
ICICI,26-04-2022,753.75,768,768.55,751.65,18730000,0.21%,-14.25,-0.018554688,16.90,0.022483869,736.70,0.02314375,-0.13,Apr-2022,Up Day
ICICI,25-04-2022,752.2,747.65,762.2,744,35420000,0.61%,4.55,0.006085735,18.20,0.024462366,753.75,-0.00205638,0.89,Apr-2022,Down Day
ICICI,22-04-2022,747.65,757,758.85,745.9,14410000,-1.93%,-9.35,-0.012351387,12.95,0.017361577,752.20,-0.00604892,-0.59,Apr-2022,Down Day
ICICI,21-04-2022,762.35,759.05,764.2,751.2,8950000,0.90%,3.3,0.00434754,13.00,0.017305644,747.65,0.01966161,-0.38,Apr-2022,Up Day
ICICI,20-04-2022,755.55,766.8,770,753.8,15980000,-1.40%,-11.25,-0.014671362,16.20,0.021491112,762.35,-0.00891979,0.79,Apr-2022,Down Day
ICICI,19-04-2022,766.3,761.8,777.9,757,31090000,1.12%,4.5,0.005907062,20.90,0.027608983,755.55,0.01422805,0.95,Apr-2022,Up Day
ICICI,18-04-2022,757.8,751,762.9,749.2,17650000,-0.58%,6.8,0.009054594,13.70,0.018286172,766.30,-0.01109226,-0.43,Apr-2022,Down Day
