Stock,Date,Price,Open,High,Low,Vol.,Change %,Daily Price Change,Daily % Change,High–Low Range,High–Low % Range,Previous Close,Daily Return %,Volume % Change,Month / Year,Day Type
SBI,19-12-2022,604.45,604,609.5,603,8320000,0.18%,0.45,0.000745033,6.50,0.010779436,604.45,0.00000000,0.23,Dec-2022,Down Day
SBI,16-12-2022,603.35,612,615.6,602.1,9440000,-2.05%,-8.65,-0.014133987,13.50,0.022421525,604.45,-0.00181984,0.13,Dec-2022,Down Day
SBI,15-12-2022,615.95,625.55,629.55,614.3,10620000,-1.53%,-9.6,-0.015346495,15.25,0.024825004,603.35,0.02088340,0.13,Dec-2022,Up Day
SBI,14-12-2022,625.5,618.5,626.75,617.5,14010000,1.42%,7,0.011317704,9.25,0.014979757,615.95,0.01550451,0.32,Dec-2022,Up Day
SBI,13-12-2022,616.75,613.5,617.4,612.5,7460000,0.60%,3.25,0.005297474,4.90,0.008,625.50,-0.01398881,-0.47,Dec-2022,Down Day
SBI,12-12-2022,613.05,614.8,618.7,611,9290000,-0.56%,-1.75,-0.002846454,7.70,0.012602291,616.75,-0.00599919,0.25,Dec-2022,Down Day
SBI,09-12-2022,616.5,614.4,618,609.1,11200000,0.79%,2.1,0.003417969,8.90,0.014611722,613.05,0.00562760,0.21,Dec-2022,Up Day
SBI,08-12-2022,611.65,609.75,613.8,607.15,10020000,0.76%,1.9,0.003116031,6.65,0.010952812,616.50,-0.00786699,-0.11,Dec-2022,Down Day
SBI,07-12-2022,607.05,610.85,612.9,604.5,7610000,-0.31%,-3.8,-0.00622084,8.40,0.013895782,611.65,-0.00752064,-0.24,Dec-2022,Down Day
SBI,06-12-2022,608.95,614.75,619.8,607.8,13000000,-1.35%,-5.8,-0.00943473,12.00,0.019743337,607.05,0.00312989,0.71,Dec-2022,Up Day
SBI,05-12-2022,617.3,608.5,618,607.55,11590000,1.60%,8.8,0.014461791,10.45,0.01720023,608.95,0.01371213,-0.11,Dec-2022,Up Day
SBI,02-12-2022,607.55,607.5,609.6,604.25,7530000,-0.09%,0.05,8.23045E-05,5.35,0.008853951,617.30,-0.01579459,-0.35,Dec-2022,Down Day
SBI,01-12-2022,608.1,607.85,609.8,601.55,14210000,0.94%,0.25,0.000411286,8.25,0.013714571,607.55,0.00090528,0.89,Dec-2022,Up Day
SBI,30-11-2022,602.45,608.5,611.4,598.4,15610000,-1.00%,-6.05,-0.009942482,13.00,0.021724599,608.10,-0.00929123,0.10,Nov-2022,Down Day
SBI,29-11-2022,608.55,607.1,611.8,607.1,6940000,-0.01%,1.45,0.002388404,4.70,0.007741723,602.45,0.01012532,-0.56,Nov-2022,Up Day
SBI,28-11-2022,608.6,605.6,610.9,602.35,7930000,0.20%,3,0.004953765,8.55,0.014194405,608.55,0.00008216,0.14,Nov-2022,Up Day
SBI,25-11-2022,607.4,610.55,613.7,606.25,9990000,-0.32%,-3.15,-0.005159283,7.45,0.01228866,608.60,-0.00197174,0.26,Nov-2022,Down Day
SBI,24-11-2022,609.35,609.75,611.3,605.8,8960000,0.28%,-0.4,-0.000656007,5.50,0.009078904,607.40,0.00321041,-0.10,Nov-2022,Up Day
SBI,23-11-2022,607.65,601.55,609.6,601,12440000,1.43%,6.1,0.01014047,8.60,0.014309484,609.35,-0.00278986,0.39,Nov-2022,Down Day
SBI,22-11-2022,599.1,598.15,600.7,596.15,8050000,0.17%,0.95,0.00158823,4.55,0.007632307,607.65,-0.01407060,-0.35,Nov-2022,Down Day
SBI,21-11-2022,598.1,602.1,602.1,595.35,7410000,-0.76%,-4,-0.006643415,6.75,0.011337868,599.10,-0.00166917,-0.08,Nov-2022,Down Day
SBI,18-11-2022,602.7,601,605.75,597.15,12930000,0.61%,1.7,0.002828619,8.60,0.014401742,598.10,0.00769102,0.74,Nov-2022,Up Day
SBI,17-11-2022,599.05,599.1,602.75,596.15,8170000,-0.12%,-0.05,-8.34585E-05,6.60,0.011071039,602.70,-0.00605608,-0.37,Nov-2022,Down Day
SBI,16-11-2022,599.75,599.95,603.5,596,11560000,-0.18%,-0.2,-0.000333361,7.50,0.012583893,599.05,0.00116852,0.41,Nov-2022,Up Day
SBI,15-11-2022,600.85,594.3,602.1,592.65,10290000,1.40%,6.55,0.01102137,9.45,0.01594533,599.75,0.00183410,-0.11,Nov-2022,Up Day
SBI,14-11-2022,592.55,603.95,603.95,591.65,12960000,-1.46%,-11.4,-0.018875735,12.30,0.020789318,600.85,-0.01381376,0.26,Nov-2022,Down Day
SBI,11-11-2022,601.3,617.25,619.55,598.5,15530000,-0.73%,-15.95,-0.025840421,21.05,0.035171261,592.55,0.01476669,0.20,Nov-2022,Up Day
SBI,10-11-2022,605.75,613.1,615.1,602.2,11620000,-1.59%,-7.35,-0.011988256,12.90,0.021421455,601.30,0.00740063,-0.25,Nov-2022,Up Day
SBI,09-11-2022,615.55,621,621,610.55,18940000,0.23%,-5.45,-0.008776167,10.45,0.017115715,605.75,0.01617829,0.63,Nov-2022,Up Day
SBI,07-11-2022,614.15,613,622.7,607.7,44270000,3.40%,1.15,0.00187602,15.00,0.024683232,615.55,-0.00227439,1.34,Nov-2022,Down Day
SBI,04-11-2022,593.95,586,596.95,580.4,25760000,1.55%,7.95,0.013566553,16.55,0.028514817,614.15,-0.03289099,-0.42,Nov-2022,Down Day
SBI,03-11-2022,584.9,569,587.95,568,17560000,1.93%,15.9,0.027943761,19.95,0.035123239,593.95,-0.01523697,-0.32,Nov-2022,Down Day
SBI,02-11-2022,573.85,575.9,578.95,569.9,10240000,-0.53%,-2.05,-0.003559646,9.05,0.015879979,584.90,-0.01889212,-0.42,Nov-2022,Down Day
SBI,01-11-2022,576.9,576.35,585.75,574.6,12070000,0.54%,0.55,0.000954281,11.15,0.019404803,573.85,0.00531498,0.18,Nov-2022,Up Day
SBI,31-10-2022,573.8,574.95,577.45,568.4,9890000,0.53%,-1.15,-0.002000174,9.05,0.015921886,576.90,-0.00537355,-0.18,Oct-2022,Down Day
SBI,28-10-2022,570.75,579.95,582.65,567,10040000,-1.54%,-9.2,-0.015863437,15.65,0.027601411,573.80,-0.00531544,0.02,Oct-2022,Down Day
SBI,27-10-2022,579.65,583.95,585,577.6,13610000,0.19%,-4.3,-0.007363644,7.40,0.012811634,570.75,0.01559352,0.36,Oct-2022,Up Day
SBI,25-10-2022,578.55,572.5,586.2,568,19900000,1.41%,6.05,0.010567686,18.20,0.032042254,579.65,-0.00189770,0.46,Oct-2022,Down Day
SBI,24-10-2022,570.5,567,572.5,565.9,3690000,1.72%,3.5,0.00617284,6.60,0.011662838,578.55,-0.01391410,-0.81,Oct-2022,Down Day
SBI,21-10-2022,560.85,557.25,565.8,557.25,11770000,0.98%,3.6,0.006460296,8.55,0.015343203,570.50,-0.01691499,2.19,Oct-2022,Down Day
SBI,20-10-2022,555.4,552,556.8,545.3,11230000,0.36%,3.4,0.00615942,11.50,0.021089309,560.85,-0.00971739,-0.05,Oct-2022,Down Day
SBI,19-10-2022,553.4,563,563.45,551.55,9540000,-1.61%,-9.6,-0.01705151,11.90,0.02157556,555.40,-0.00360101,-0.15,Oct-2022,Down Day
SBI,18-10-2022,562.45,547.1,563.5,546.75,20440000,3.46%,15.35,0.028057028,16.75,0.030635574,553.40,0.01635345,1.14,Oct-2022,Up Day
SBI,17-10-2022,543.65,526.4,544.7,524.2,13490000,3.12%,17.25,0.032769757,20.50,0.039107211,562.45,-0.03342519,-0.34,Oct-2022,Down Day
SBI,14-10-2022,527.2,530.2,534.85,526,8550000,1.10%,-3,-0.005658242,8.85,0.016825095,543.65,-0.03025844,-0.37,Oct-2022,Down Day
SBI,13-10-2022,521.45,533,533.8,520.2,12970000,-2.31%,-11.55,-0.021669794,13.60,0.026143791,527.20,-0.01090668,0.52,Oct-2022,Down Day
SBI,12-10-2022,533.8,530,535,526,8520000,1.21%,3.8,0.007169811,9.00,0.017110266,521.45,0.02368396,-0.34,Oct-2022,Up Day
SBI,11-10-2022,527.4,530.75,533.7,525.5,10830000,-0.63%,-3.35,-0.006311823,8.20,0.015604186,533.80,-0.01198951,0.27,Oct-2022,Down Day
SBI,10-10-2022,530.75,525.7,533.9,522.2,9650000,0.10%,5.05,0.009606239,11.70,0.022405209,527.40,0.00635192,-0.11,Oct-2022,Up Day
SBI,07-10-2022,530.2,535.5,535.6,526.55,11070000,-1.32%,-5.3,-0.009897292,9.05,0.017187352,530.75,-0.00103627,0.15,Oct-2022,Down Day
SBI,06-10-2022,537.3,534.6,541.8,534.6,9510000,0.86%,2.7,0.005050505,7.20,0.013468013,530.20,0.01339117,-0.14,Oct-2022,Up Day
SBI,04-10-2022,532.7,533,535.8,527.8,8750000,2.49%,-0.3,-0.000562852,8.00,0.015157257,537.30,-0.00856133,-0.08,Oct-2022,Down Day
SBI,03-10-2022,519.75,527.6,531.65,518.5,9350000,-2.04%,-7.85,-0.014878696,13.15,0.02536162,532.70,-0.02431012,0.07,Oct-2022,Down Day
SBI,30-09-2022,530.6,524,536.9,516.15,17470000,1.70%,6.6,0.01259542,20.75,0.040201492,519.75,0.02087542,0.87,Sep-2022,Up Day
SBI,29-09-2022,521.75,529,535.7,519.55,17310000,-0.59%,-7.25,-0.013705104,16.15,0.031084592,530.60,-0.01667923,-0.01,Sep-2022,Down Day
SBI,28-09-2022,524.85,532.9,539.8,520.35,12230000,-2.17%,-8.05,-0.015106024,19.45,0.037378687,521.75,0.00594154,-0.29,Sep-2022,Up Day
SBI,27-09-2022,536.5,544.55,550.9,533.2,11070000,-1.25%,-8.05,-0.014782848,17.70,0.033195799,524.85,0.02219682,-0.09,Sep-2022,Up Day
SBI,26-09-2022,543.3,545.8,549,533,16160000,-1.33%,-2.5,-0.004580432,16.00,0.030018762,536.50,0.01267474,0.46,Sep-2022,Up Day
SBI,23-09-2022,550.6,564.8,568,549.5,12560000,-2.94%,-14.2,-0.025141643,18.50,0.03366697,543.30,0.01343641,-0.22,Sep-2022,Up Day
SBI,22-09-2022,567.3,566.75,574,562,11870000,-0.42%,0.55,0.000970446,12.00,0.021352313,550.60,0.03033055,-0.05,Sep-2022,Up Day
SBI,21-09-2022,569.7,575,577.3,565.4,9390000,-0.76%,-5.3,-0.009217391,11.90,0.021047046,567.30,0.00423057,-0.21,Sep-2022,Up Day
SBI,20-09-2022,574.05,577.95,577.95,572.85,8480000,0.31%,-3.9,-0.006747989,5.10,0.008902854,569.70,0.00763560,-0.10,Sep-2022,Up Day
SBI,19-09-2022,572.25,560.7,574.4,559.55,11190000,1.86%,11.55,0.020599251,14.85,0.026539183,574.05,-0.00313562,0.32,Sep-2022,Down Day
SBI,16-09-2022,561.8,569.1,574,560.3,14740000,-1.81%,-7.3,-0.012827271,13.70,0.024451187,572.25,-0.01826125,0.32,Sep-2022,Down Day
SBI,15-09-2022,572.15,572.55,578.5,567.9,12750000,0.07%,-0.4,-0.000698629,10.60,0.018665258,561.80,0.01842293,-0.14,Sep-2022,Up Day
SBI,14-09-2022,571.75,550,574.85,549.25,21630000,2.46%,21.75,0.039545455,25.60,0.046609012,572.15,-0.00069912,0.70,Sep-2022,Down Day
SBI,13-09-2022,558,560,560,553.75,16710000,0.56%,-2,-0.003571429,6.25,0.011286682,571.75,-0.02404897,-0.23,Sep-2022,Down Day
SBI,12-09-2022,554.9,554.9,558.6,551.25,9680000,0.28%,0,0,7.35,0.013333333,558.00,-0.00555556,-0.42,Sep-2022,Down Day
SBI,09-09-2022,553.35,549.65,557,548,18590000,1.60%,3.7,0.006731556,9.00,0.016423358,554.90,-0.00279330,0.92,Sep-2022,Down Day
SBI,08-09-2022,544.65,536,546.3,535.5,12240000,2.21%,8.65,0.01613806,10.80,0.020168067,553.35,-0.01572242,-0.34,Sep-2022,Down Day
SBI,07-09-2022,532.85,534.4,537.45,531.55,8450000,-0.92%,-1.55,-0.002900449,5.90,0.011099614,544.65,-0.02166529,-0.31,Sep-2022,Down Day
SBI,06-09-2022,537.8,538,542.7,534.1,8660000,-0.20%,-0.2,-0.000371747,8.60,0.016101854,532.85,0.00928967,0.02,Sep-2022,Up Day
SBI,05-09-2022,538.9,537,540.8,536.3,7820000,0.41%,1.9,0.003538175,4.50,0.008390826,537.80,0.00204537,-0.10,Sep-2022,Up Day
SBI,02-09-2022,536.7,537,537.85,531.25,10020000,0.64%,-0.3,-0.000558659,6.60,0.012423529,538.90,-0.00408239,0.28,Sep-2022,Down Day
SBI,01-09-2022,533.3,522.25,540.9,522.25,16670000,0.39%,11.05,0.021158449,18.65,0.035710866,536.70,-0.00633501,0.66,Sep-2022,Down Day
SBI,30-08-2022,531.25,518.2,532.5,517.95,14840000,3.19%,13.05,0.025183327,14.55,0.028091515,533.30,-0.00384399,-0.11,Aug-2022,Down Day
SBI,29-08-2022,514.85,511.3,517,508.75,9420000,-1.71%,3.55,0.006943086,8.25,0.016216216,531.25,-0.03087059,-0.37,Aug-2022,Down Day
SBI,26-08-2022,523.8,523.8,529.5,522.2,12860000,0.65%,0,0,7.30,0.013979318,514.85,0.01738370,0.37,Aug-2022,Up Day
SBI,25-08-2022,520.4,521.95,528.3,518.5,15470000,0.21%,-1.55,-0.002969633,9.80,0.018900675,523.80,-0.00649103,0.20,Aug-2022,Down Day
SBI,24-08-2022,519.3,519,523,512.3,11930000,-0.50%,0.3,0.000578035,10.70,0.020886199,520.40,-0.00211376,-0.23,Aug-2022,Down Day
SBI,23-08-2022,521.9,508.25,524,508.25,8600000,2.07%,13.65,0.026856862,15.75,0.030988687,519.30,0.00500674,-0.28,Aug-2022,Up Day
SBI,22-08-2022,511.3,519,519.9,510,9680000,-1.74%,-7.7,-0.014836224,9.90,0.019411765,521.90,-0.02031040,0.13,Aug-2022,Down Day
SBI,19-08-2022,520.35,532,533.65,518.5,11090000,-2.25%,-11.65,-0.021898496,15.15,0.029218901,511.30,0.01769998,0.15,Aug-2022,Up Day
SBI,18-08-2022,532.35,526.85,534.8,526.2,9010000,0.80%,5.5,0.010439404,8.60,0.016343596,520.35,0.02306140,-0.19,Aug-2022,Up Day
SBI,17-08-2022,528.15,528.85,530.55,524.35,12050000,0.42%,-0.7,-0.001323627,6.20,0.011824163,532.35,-0.00788955,0.34,Aug-2022,Down Day
SBI,16-08-2022,525.95,533.3,533.85,525,10720000,-0.90%,-7.35,-0.013782111,8.85,0.016857143,528.15,-0.00416548,-0.11,Aug-2022,Down Day
SBI,12-08-2022,530.7,525.7,531.8,525.15,12150000,1.13%,5,0.009511128,6.65,0.012663049,525.95,0.00903128,0.13,Aug-2022,Up Day
SBI,11-08-2022,524.75,520,526,517.2,13860000,1.95%,4.75,0.009134615,8.80,0.017014695,530.70,-0.01121161,0.14,Aug-2022,Down Day
SBI,10-08-2022,514.7,521.55,523.5,513.4,16900000,-1.10%,-6.85,-0.013133928,10.10,0.01967277,524.75,-0.01915198,0.22,Aug-2022,Down Day
SBI,08-08-2022,520.4,524,524,513.85,32570000,-2.01%,-3.6,-0.006870229,10.15,0.019752846,514.70,0.01107441,0.93,Aug-2022,Up Day
SBI,05-08-2022,531.05,535.55,542.9,529,21110000,-0.41%,-4.5,-0.008402577,13.90,0.026275992,520.40,0.02046503,-0.35,Aug-2022,Up Day
SBI,04-08-2022,533.25,543.65,544,524.2,18070000,-1.41%,-10.4,-0.019129955,19.80,0.037771843,531.05,0.00414274,-0.14,Aug-2022,Up Day
SBI,03-08-2022,540.85,541.9,546.4,534.65,24260000,-0.23%,-1.05,-0.001937627,11.75,0.021976994,533.25,0.01425223,0.34,Aug-2022,Up Day
SBI,02-08-2022,542.1,531.9,544.9,531.1,16850000,1.56%,10.2,0.019176537,13.80,0.025983807,540.85,0.00231118,-0.31,Aug-2022,Up Day
SBI,01-08-2022,533.75,529.05,535,526.4,8300000,1.02%,4.7,0.008883848,8.60,0.016337386,542.10,-0.01540306,-0.51,Aug-2022,Down Day
SBI,29-07-2022,528.35,535.05,537,526.75,11920000,-0.77%,-6.7,-0.012522194,10.25,0.019458946,533.75,-0.01011710,0.44,Jul-2022,Down Day
SBI,28-07-2022,532.45,533.2,537.5,529.55,12160000,0.80%,-0.75,-0.001406602,7.95,0.015012747,528.35,0.00776001,0.02,Jul-2022,Up Day
SBI,27-07-2022,528.2,515.3,529.95,512.25,15100000,2.72%,12.9,0.025033961,17.70,0.034553441,532.45,-0.00798197,0.24,Jul-2022,Down Day
SBI,26-07-2022,514.2,517.7,520.8,513.1,8860000,-0.70%,-3.5,-0.006760672,7.70,0.015006821,528.20,-0.02650511,-0.41,Jul-2022,Down Day
SBI,25-07-2022,517.8,513.4,519,509.15,10230000,0.80%,4.4,0.008570316,9.85,0.019345969,514.20,0.00700117,0.15,Jul-2022,Up Day
SBI,22-07-2022,513.7,513.45,520.2,511.2,14700000,0.32%,0.25,0.000486902,9.00,0.017605634,517.80,-0.00791812,0.44,Jul-2022,Down Day
SBI,21-07-2022,512.05,509.8,513.4,506.75,13810000,0.68%,2.25,0.004413495,6.65,0.013122842,513.70,-0.00321199,-0.06,Jul-2022,Down Day
SBI,20-07-2022,508.6,501,510.6,500.4,19280000,2.14%,7.6,0.015169661,10.20,0.020383693,512.05,-0.00673762,0.40,Jul-2022,Down Day
SBI,19-07-2022,497.95,488,498.55,488,11720000,1.56%,9.95,0.020389344,10.55,0.021618852,508.60,-0.02093983,-0.39,Jul-2022,Down Day
SBI,18-07-2022,490.3,484.55,491.5,482.1,9930000,2.34%,5.75,0.01186668,9.40,0.019498029,497.95,-0.01536299,-0.15,Jul-2022,Down Day
SBI,15-07-2022,479.1,482.55,484.4,474.7,6950000,-0.05%,-3.45,-0.007149518,9.70,0.020433958,490.30,-0.02284316,-0.30,Jul-2022,Down Day
SBI,14-07-2022,479.35,486.6,488.9,476.8,9390000,-1.47%,-7.25,-0.014899301,12.10,0.025377517,479.10,0.00052181,0.35,Jul-2022,Up Day
SBI,13-07-2022,486.5,487.75,492.45,484.55,8210000,0.32%,-1.25,-0.002562788,7.90,0.016303787,479.35,0.01491603,-0.13,Jul-2022,Up Day
SBI,12-07-2022,484.95,485,491.35,483.1,7360000,-0.67%,-0.05,-0.000103093,8.25,0.01707721,486.50,-0.00318602,-0.10,Jul-2022,Down Day
SBI,11-07-2022,488.2,485,491.3,485,7700000,-0.07%,3.2,0.006597938,6.30,0.012989691,484.95,0.00670172,0.05,Jul-2022,Up Day
SBI,08-07-2022,488.55,489,489.9,485.15,9060000,0.37%,-0.45,-0.000920245,4.75,0.009790786,488.20,0.00071692,0.18,Jul-2022,Up Day
SBI,07-07-2022,486.75,484,488.25,481.6,11500000,1.42%,2.75,0.005681818,6.65,0.01380814,488.55,-0.00368437,0.27,Jul-2022,Down Day
SBI,06-07-2022,479.95,475.15,481,473.9,12060000,1.65%,4.8,0.010102073,7.10,0.014982064,486.75,-0.01397021,0.05,Jul-2022,Down Day
SBI,05-07-2022,472.15,475.15,480,471,12000000,-0.27%,-3,-0.006313796,9.00,0.01910828,479.95,-0.01625169,0.00,Jul-2022,Down Day
SBI,04-07-2022,473.45,466.85,474.15,466.85,9190000,1.41%,6.6,0.014137303,7.30,0.015636714,472.15,0.00275336,-0.23,Jul-2022,Up Day
SBI,01-07-2022,466.85,463.35,468.8,460.55,9410000,0.20%,3.5,0.007553685,8.25,0.017913364,473.45,-0.01394023,0.02,Jul-2022,Down Day
SBI,30-06-2022,465.9,459,469.3,458.6,16930000,1.48%,6.9,0.01503268,10.70,0.02333188,466.85,-0.00203491,0.80,Jun-2022,Down Day
SBI,29-06-2022,459.1,460,462.7,458,11800000,-1.11%,-0.9,-0.001956522,4.70,0.010262009,465.90,-0.01459541,-0.30,Jun-2022,Down Day
SBI,28-06-2022,464.25,458.9,465.75,458,13260000,0.66%,5.35,0.011658313,7.75,0.016921397,459.10,0.01121760,0.12,Jun-2022,Up Day
SBI,27-06-2022,461.2,459.95,464.85,458.05,9510000,1.53%,1.25,0.002717687,6.80,0.014845541,464.25,-0.00656974,-0.28,Jun-2022,Down Day
SBI,24-06-2022,454.25,455.8,460.35,453.2,10830000,0.63%,-1.55,-0.003400614,7.15,0.015776699,461.20,-0.01506938,0.14,Jun-2022,Down Day
SBI,23-06-2022,451.4,449,456.45,446,12230000,0.84%,2.4,0.005345212,10.45,0.023430493,454.25,-0.00627408,0.13,Jun-2022,Down Day
SBI,22-06-2022,447.65,448.75,451.2,444.65,11070000,-0.69%,-1.1,-0.002451253,6.55,0.014730687,451.40,-0.00830749,-0.09,Jun-2022,Down Day
SBI,21-06-2022,450.75,439.5,454.95,437.6,13800000,3.69%,11.25,0.02559727,17.35,0.03964808,447.65,0.00692505,0.25,Jun-2022,Up Day
SBI,20-06-2022,434.7,441.5,443.45,430.7,12370000,-1.43%,-6.8,-0.015402039,12.75,0.029602972,450.75,-0.03560732,-0.10,Jun-2022,Down Day
SBI,17-06-2022,441,440,447.55,437.25,14330000,-0.14%,1,0.002272727,10.30,0.023556318,434.70,0.01449275,0.16,Jun-2022,Up Day
SBI,16-06-2022,441.6,455.15,457.75,440.15,10780000,-2.16%,-13.55,-0.029770405,17.60,0.039986368,441.00,0.00136054,-0.25,Jun-2022,Up Day
SBI,15-06-2022,451.35,448.95,455.45,448.6,9920000,0.73%,2.4,0.005345807,6.85,0.015269728,441.60,0.02207880,-0.08,Jun-2022,Up Day
SBI,14-06-2022,448.1,445,449.25,443.35,11350000,0.50%,3.1,0.006966292,5.90,0.01330777,451.35,-0.00720062,0.14,Jun-2022,Down Day
SBI,13-06-2022,445.85,454,454.05,442.1,13430000,-3.46%,-8.15,-0.017951542,11.95,0.027030084,448.10,-0.00502120,0.18,Jun-2022,Down Day
SBI,10-06-2022,461.85,462,464.15,458.6,8620000,-1.09%,-0.15,-0.000324675,5.55,0.01210205,445.85,0.03588651,-0.36,Jun-2022,Up Day
SBI,09-06-2022,466.95,468.95,470.9,462.45,12640000,-0.92%,-2,-0.004264847,8.45,0.018272246,461.85,0.01104255,0.47,Jun-2022,Up Day
SBI,08-06-2022,471.3,466.6,475.55,463.2,17170000,1.70%,4.7,0.010072868,12.35,0.026662349,466.95,0.00931577,0.36,Jun-2022,Up Day
SBI,07-06-2022,463.4,461.85,465.95,460.5,7670000,-0.06%,1.55,0.003356068,5.45,0.011834962,471.30,-0.01676215,-0.55,Jun-2022,Down Day
SBI,06-06-2022,463.7,464.2,465.6,456.5,10660000,-0.17%,-0.5,-0.001077122,9.10,0.019934283,463.40,0.00064739,0.39,Jun-2022,Up Day
SBI,03-06-2022,464.5,473.25,475.5,463.5,11310000,-1.14%,-8.75,-0.018489171,12.00,0.025889968,463.70,0.00172525,0.06,Jun-2022,Up Day
SBI,02-06-2022,469.85,466.9,472.35,466.15,9370000,0.33%,2.95,0.006318269,6.20,0.01330044,464.50,0.01151776,-0.17,Jun-2022,Up Day
SBI,01-06-2022,468.3,468,472,464.7,9420000,0.04%,0.3,0.000641026,7.30,0.01570906,469.85,-0.00329893,0.01,Jun-2022,Down Day
SBI,31-05-2022,468.1,474,476.4,465,15440000,-1.37%,-5.9,-0.012447257,11.40,0.024516129,468.30,-0.00042708,0.64,May-2022,Down Day
SBI,30-05-2022,474.6,473,476.9,471.1,9370000,1.20%,1.6,0.003382664,5.80,0.012311611,468.10,0.01388592,-0.39,May-2022,Up Day
SBI,27-05-2022,468.95,471.4,475,467.5,10980000,0.01%,-2.45,-0.005197285,7.50,0.016042781,474.60,-0.01190476,0.17,May-2022,Down Day
SBI,26-05-2022,468.9,456.85,470.1,452.5,17060000,3.26%,12.05,0.026376272,17.60,0.038895028,468.95,-0.00010662,0.55,May-2022,Down Day
SBI,25-05-2022,454.1,461,464.45,452.05,12730000,-1.72%,-6.9,-0.014967462,12.40,0.027430594,468.90,-0.03156323,-0.25,May-2022,Down Day
SBI,24-05-2022,462.05,462.4,466.8,460.2,17180000,0.25%,-0.35,-0.00075692,6.60,0.014341591,454.10,0.01750716,0.35,May-2022,Up Day
SBI,23-05-2022,460.9,463.1,471.4,459.5,13500000,-0.32%,-2.2,-0.004750594,11.90,0.025897715,462.05,-0.00248891,-0.21,May-2022,Down Day
SBI,20-05-2022,462.4,454.85,464,454.15,13600000,3.33%,7.55,0.016598879,9.85,0.021688869,460.90,0.00325450,0.01,May-2022,Up Day
SBI,19-05-2022,447.5,449.05,450,444.45,14200000,-2.29%,-1.55,-0.003451731,5.55,0.012487344,462.40,-0.03222318,0.04,May-2022,Down Day
SBI,18-05-2022,458,467.9,468.6,457.1,15640000,-1.99%,-9.9,-0.021158367,11.50,0.025158609,447.50,0.02346369,0.10,May-2022,Up Day
SBI,17-05-2022,467.3,458.3,469.65,456.15,16880000,2.70%,9,0.019637792,13.50,0.029595528,458.00,0.02030568,0.08,May-2022,Up Day
SBI,16-05-2022,455,445,461.5,438.85,27940000,2.33%,10,0.02247191,22.65,0.051612168,467.30,-0.02632142,0.66,May-2022,Down Day
SBI,13-05-2022,444.65,469.45,477,439.75,61400000,-3.89%,-24.8,-0.052827777,37.25,0.08470722,455.00,-0.02274725,1.20,May-2022,Down Day
SBI,12-05-2022,462.65,473,473,456.35,18950000,-2.92%,-10.35,-0.021881607,16.65,0.036485154,444.65,0.04048128,-0.69,May-2022,Up Day
SBI,11-05-2022,476.55,475.25,479,463.65,14770000,0.28%,1.3,0.002735402,15.35,0.033106869,462.65,0.03004431,-0.22,May-2022,Up Day
SBI,10-05-2022,475.2,477,482.55,473.5,10880000,-0.15%,-1.8,-0.003773585,9.05,0.019112988,476.55,-0.00283286,-0.26,May-2022,Down Day
SBI,09-05-2022,475.9,477.1,483.7,473.8,13540000,-1.66%,-1.2,-0.002515196,9.90,0.020894892,475.20,0.00147306,0.24,May-2022,Up Day
SBI,06-05-2022,483.95,471,486.1,471,16710000,0.82%,12.95,0.027494692,15.10,0.032059448,475.90,0.01691532,0.23,May-2022,Up Day
SBI,05-05-2022,480,485,494,478.65,14130000,0.07%,-5,-0.010309278,15.35,0.032069362,483.95,-0.00816200,-0.15,May-2022,Down Day
SBI,04-05-2022,479.65,492,496.45,477.5,14650000,-2.31%,-12.35,-0.025101626,18.95,0.039685864,480.00,-0.00072917,0.04,May-2022,Down Day
SBI,02-05-2022,491,492.65,495,481.3,18590000,-1.07%,-1.65,-0.003349234,13.70,0.028464575,479.65,0.02366309,0.27,May-2022,Up Day
SBI,29-04-2022,496.3,508.1,512.5,494,12890000,-2.21%,-11.8,-0.023223775,18.50,0.037449393,491.00,0.01079430,-0.31,Apr-2022,Up Day
SBI,28-04-2022,507.5,499.15,510,496.5,12150000,2.06%,8.35,0.016728438,13.50,0.027190332,496.30,0.02256700,-0.06,Apr-2022,Up Day
SBI,27-04-2022,497.25,500,502.8,491.85,12370000,-1.63%,-2.75,-0.0055,10.95,0.022262885,507.50,-0.02019704,0.02,Apr-2022,Down Day
SBI,26-04-2022,505.5,499,507.9,498.45,12140000,2.17%,6.5,0.013026052,9.45,0.018958772,497.25,0.01659125,-0.02,Apr-2022,Up Day
SBI,25-04-2022,494.75,495,499.2,490.05,14060000,-1.17%,-0.25,-0.000505051,9.15,0.018671564,505.50,-0.02126607,0.16,Apr-2022,Down Day
SBI,22-04-2022,500.6,512.9,513.5,499,16760000,-3.04%,-12.3,-0.023981283,14.50,0.029058116,494.75,0.01182415,0.19,Apr-2022,Up Day
SBI,21-04-2022,516.3,513.4,518,512.2,10040000,1.37%,2.9,0.005648617,5.80,0.011323702,500.60,0.03136237,-0.40,Apr-2022,Up Day
SBI,20-04-2022,509.3,512,513.7,507,11880000,-0.49%,-2.7,-0.005273437,6.70,0.01321499,516.30,-0.01355801,0.18,Apr-2022,Down Day
SBI,19-04-2022,511.8,513.25,520.95,505.1,20360000,0.45%,-1.45,-0.002825134,15.85,0.031379925,509.30,0.00490870,0.71,Apr-2022,Up Day
